song_name,song_popularity,song_duration_ms,artist_name
Pump Up The Jam,57,320306,Unknown Artist (Placeholder)
Damn I Wish I Was Your Lover,56,323400,Unknown Artist (Placeholder)
This Is How We Do It,67,238800,Unknown Artist (Placeholder)
Ice Ice Baby,66,271466,Unknown Artist (Placeholder)
Mr. Vain - Original Radio Edit,69,257466,Unknown Artist (Placeholder)
Here Comes the Hotstepper,55,244813,Unknown Artist (Placeholder)
Butterfly,73,216733,Unknown Artist (Placeholder)
Groove Is In The Heart,66,231786,Unknown Artist (Placeholder)
I'm Too Sexy,63,170466,Unknown Artist (Placeholder)
Together Again,68,301200,Unknown Artist (Placeholder)
Better Off Alone,73,217573,Unknown Artist (Placeholder)
Believe,77,239026,Unknown Artist (Placeholder)
Close To You,56,330080,Unknown Artist (Placeholder)
Fly Away,71,221332,Unknown Artist (Placeholder)
Tom's Diner,23,227453,Unknown Artist (Placeholder)
Praise You - Remastered,18,225973,Unknown Artist (Placeholder)
Man! I Feel Like A Woman!,34,233000,Unknown Artist (Placeholder)
Buddy Holly,17,159226,Unknown Artist (Placeholder)
"Bills, Bills, Bills",65,256026,Unknown Artist (Placeholder)
Vogue,66,316813,Unknown Artist (Placeholder)
The Rhythm of the Night,70,264280,Unknown Artist (Placeholder)
Jaded,78,262453,Unknown Artist (Placeholder)
Exchange,81,194613,Unknown Artist (Placeholder)
This Way,79,211204,Unknown Artist (Placeholder)
I Fall Apart,89,223346,Unknown Artist (Placeholder)
Die For You,79,260253,Unknown Artist (Placeholder)
Easily,73,210240,Unknown Artist (Placeholder)
Doing It Wrong,72,265120,Unknown Artist (Placeholder)
Sure Thing,75,195373,Unknown Artist (Placeholder)
From Time,71,322160,Unknown Artist (Placeholder)
Juke Jam (feat. Justin Bieber & Towkio),76,219683,Unknown Artist (Placeholder)
Saved,81,206533,Unknown Artist (Placeholder)
The Way (feat. Chance the Rapper),71,262520,Unknown Artist (Placeholder)
Wicked Games,76,323746,Unknown Artist (Placeholder)
Best Part (feat. H.E.R.),82,209831,Unknown Artist (Placeholder)
Marvins Room,66,347586,Unknown Artist (Placeholder)
LOVE. FEAT. ZACARI.,83,213400,Unknown Artist (Placeholder)
Come and See Me (feat. Drake),46,235477,Unknown Artist (Placeholder)
Sober,77,252013,Unknown Artist (Placeholder)
Get You (feat. Kali Uchis),70,277297,Unknown Artist (Placeholder)
Coaster,79,199120,Unknown Artist (Placeholder)
Don't,80,198293,Unknown Artist (Placeholder)
Losin Control,7,240065,Unknown Artist (Placeholder)
Teenage Fever,33,219692,Unknown Artist (Placeholder)
Cutting Ties,72,261703,Unknown Artist (Placeholder)
"Psycho, Pt. 2",77,161985,Unknown Artist (Placeholder)
Love Galore (feat. Travis Scott),81,275080,Unknown Artist (Placeholder)
Jungle,73,320400,Unknown Artist (Placeholder)
oui,28,238320,Unknown Artist (Placeholder)
Hurt You,76,230026,Unknown Artist (Placeholder)
Nonchalant,67,183454,Unknown Artist (Placeholder)
Shot Down,64,209185,Unknown Artist (Placeholder)
Poison,69,212992,Unknown Artist (Placeholder)
Novacane,23,302346,Unknown Artist (Placeholder)
Angels,73,170680,Unknown Artist (Placeholder)
Wylin',63,269268,Unknown Artist (Placeholder)
Losing,60,225780,Unknown Artist (Placeholder)
Broken,77,200627,Unknown Artist (Placeholder)
Right My Wrongs,74,249320,Unknown Artist (Placeholder)
The Morning,72,312426,Unknown Artist (Placeholder)
Best Friend,79,262231,Unknown Artist (Placeholder)
True Colors,72,206013,Unknown Artist (Placeholder)
Redemption,69,333946,Unknown Artist (Placeholder)
Drama (feat. Drake),74,251859,Unknown Artist (Placeholder)
Morning,71,206080,Unknown Artist (Placeholder)
Luving U,6,252893,Unknown Artist (Placeholder)
Some Kind Of Drug,74,222466,Unknown Artist (Placeholder)
Easy,72,314357,Unknown Artist (Placeholder)
Shot For Me,48,224720,Unknown Artist (Placeholder)
Alone,65,178773,Unknown Artist (Placeholder)
While We're Young,73,236160,Unknown Artist (Placeholder)
Nikes,74,314075,Unknown Artist (Placeholder)
L$D,75,238306,Unknown Artist (Placeholder)
Dark Times,31,260640,Unknown Artist (Placeholder)
i miss the old u,74,211127,Unknown Artist (Placeholder)
Feel No Ways,69,240653,Unknown Artist (Placeholder)
Ooh Nah Nah (feat. Masego),62,240000,Unknown Artist (Placeholder)
Frustrated,67,201463,Unknown Artist (Placeholder)
All My Friends (feat. Tinashe & Chance the Rapper),75,229746,Unknown Artist (Placeholder)
Too Fast,69,308005,Unknown Artist (Placeholder)
She Don't (feat. Ty Dolla $Ign),76,264097,Unknown Artist (Placeholder)
Think About Me,70,246240,Unknown Artist (Placeholder)
Let's Get Lost,69,240680,Unknown Artist (Placeholder)
Location,12,224000,Unknown Artist (Placeholder)
Coloring,65,219973,Unknown Artist (Placeholder)
With Me,68,419500,Unknown Artist (Placeholder)
When The Sun Goes Down,18,200013,Unknown Artist (Placeholder)
A-Punk,71,137760,Unknown Artist (Placeholder)
Golden Skans,31,165120,Unknown Artist (Placeholder)
Last Nite,73,193506,Unknown Artist (Placeholder)
Paper Planes,73,205200,Unknown Artist (Placeholder)
Young Folks,71,276693,Unknown Artist (Placeholder)
We Are Your Friends - Radio Edit,57,164960,Unknown Artist (Placeholder)
Standing In the Way of Control,58,256399,Unknown Artist (Placeholder)
Heads Will Roll,64,221000,Unknown Artist (Placeholder)
1901,66,193120,Unknown Artist (Placeholder)
Banquet,58,200400,Unknown Artist (Placeholder)
Men's Needs,56,195697,Unknown Artist (Placeholder)
Molly's Chambers,49,134906,Unknown Artist (Placeholder)
Don't Look Back into the Sun,56,178266,Unknown Artist (Placeholder)
Always Like This,27,245640,Unknown Artist (Placeholder)
Two Weeks,70,243160,Unknown Artist (Placeholder)
Do It All Over Again,43,226426,Unknown Artist (Placeholder)
Bohemian Like You,67,211706,Unknown Artist (Placeholder)
"Steady, As She Goes",10,215293,Unknown Artist (Placeholder)
Float On,73,208466,Unknown Artist (Placeholder)
I'm Not Gonna Teach Your Boyfriend How To Dance With You,47,217733,Unknown Artist (Placeholder)
Hang Me Up To Dry,63,218786,Unknown Artist (Placeholder)
Black And White Town,44,262896,Unknown Artist (Placeholder)
Ready For The Floor,9,234240,Unknown Artist (Placeholder)
Apply Some Pressure,61,200346,Unknown Artist (Placeholder)
Rebellion (Lies),11,310893,Unknown Artist (Placeholder)
Jump In The Pool,54,217040,Unknown Artist (Placeholder)
Balloons,43,180666,Unknown Artist (Placeholder)
Skinny Love,69,238532,Unknown Artist (Placeholder)
Heartbeats,7,231800,Unknown Artist (Placeholder)
Sleepyhead,67,174760,Unknown Artist (Placeholder)
Cheap and Cheerful,5,146680,Unknown Artist (Placeholder)
Such Great Heights,44,266346,Unknown Artist (Placeholder)
Hoppípolla,44,270013,Unknown Artist (Placeholder)
Obstacle 1,50,251293,Unknown Artist (Placeholder)
Ladyflash,47,256026,Unknown Artist (Placeholder)
This Is Love,41,227533,Unknown Artist (Placeholder)
Feel Good Hit Of The Summer,18,163266,Unknown Artist (Placeholder)
You Can't Hurry Love,44,122706,Unknown Artist (Placeholder)
Australia,42,236733,Unknown Artist (Placeholder)
Mykonos,38,275306,Unknown Artist (Placeholder)
Eple,49,216640,Unknown Artist (Placeholder)
Wolf Like Me,61,277466,Unknown Artist (Placeholder)
Daniel,56,251120,Unknown Artist (Placeholder)
Do You Realize??,62,213173,Unknown Artist (Placeholder)
Let's Make Love And Listen To Death From Above - Dan Carey Mix; Remastered Version,44,213159,Unknown Artist (Placeholder)
The Underdog,51,222320,Unknown Artist (Placeholder)
The Rat,58,262106,Unknown Artist (Placeholder)
Son Of Sam,11,184333,Unknown Artist (Placeholder)
A Minha Menina,36,170733,Unknown Artist (Placeholder)
Everything In Its Right Place,65,251426,Unknown Artist (Placeholder)
All My Friends - Edit,46,366841,Unknown Artist (Placeholder)
Lovely Head,5,237173,Unknown Artist (Placeholder)
Juxtapozed With U,48,188706,Unknown Artist (Placeholder)
Whole New Way,44,238381,Unknown Artist (Placeholder)
Once And Never Again,39,175920,Unknown Artist (Placeholder)
Abel,50,217026,Unknown Artist (Placeholder)
Ghosts,57,179960,Unknown Artist (Placeholder)
The Greatest,64,202560,Unknown Artist (Placeholder)
"Lloyd, I'm Ready To Be Heartbroken",50,231160,Unknown Artist (Placeholder)
Fidelity,63,226680,Unknown Artist (Placeholder)
My Girls,52,340786,Unknown Artist (Placeholder)
Blind - Radio Edit,61,345560,Unknown Artist (Placeholder)
Out of Time,50,233373,Unknown Artist (Placeholder)
House Of Jealous Lovers,45,304786,Unknown Artist (Placeholder)
Up With People,4,359360,Unknown Artist (Placeholder)
Romantic Rights,45,195106,Unknown Artist (Placeholder)
Lovely Allen,41,271040,Unknown Artist (Placeholder)
Pull Shapes,42,178453,Unknown Artist (Placeholder)
Teen Angst,8,303133,Unknown Artist (Placeholder)
Forget Myself,10,322346,Unknown Artist (Placeholder)
The Skin Of My Yellow Country Teeth,4,343773,Unknown Artist (Placeholder)
Hope There's Someone,54,261200,Unknown Artist (Placeholder)
Nothing Ever Happened,39,350920,Unknown Artist (Placeholder)
Williams Blood - Edit,33,242400,Unknown Artist (Placeholder)
Single Again,41,231253,Unknown Artist (Placeholder)
Atlas,48,427200,Unknown Artist (Placeholder)
Red Eyes,66,298920,Unknown Artist (Placeholder)
The Less I Know The Better,39,216318,Unknown Artist (Placeholder)
Tilted,62,233247,Unknown Artist (Placeholder)
Chateau Lobby #4 (in C for Two Virgins),51,170840,Unknown Artist (Placeholder)
VCR,62,177093,Unknown Artist (Placeholder)
Midnight City,75,243960,Unknown Artist (Placeholder)
Can't Do Without You,58,236400,Unknown Artist (Placeholder)
Seasons (Waiting On You),64,226440,Unknown Artist (Placeholder)
Inside Out,50,301960,Unknown Artist (Placeholder)
Desire Lines,58,404413,Unknown Artist (Placeholder)
The Mother We Share,58,191293,Unknown Artist (Placeholder)
Bloodbuzz Ohio,57,275933,Unknown Artist (Placeholder)
"Archie, Marry Me",50,196560,Unknown Artist (Placeholder)
Depreston,47,292853,Unknown Artist (Placeholder)
I Can Change,57,352003,Unknown Artist (Placeholder)
Oblivion,58,251266,Unknown Artist (Placeholder)
Royals,80,190185,Unknown Artist (Placeholder)
Zebra,48,288720,Unknown Artist (Placeholder)
Breezeblocks,72,227080,Unknown Artist (Placeholder)
Snap Out Of It,74,193030,Unknown Artist (Placeholder)
Heart Is A Drum,52,271106,Unknown Artist (Placeholder)
33 “GOD”,64,213000,Unknown Artist (Placeholder)
Dancing On My Own,47,288670,Unknown Artist (Placeholder)
I Know There's Gonna Be (Good Times),62,213622,Unknown Artist (Placeholder)
Pretty Pimpin,67,298760,Unknown Artist (Placeholder)
Distant Past,55,221693,Unknown Artist (Placeholder)
Falling,55,257813,Unknown Artist (Placeholder)
Sleep Alone,53,236440,Unknown Artist (Placeholder)
Boyfriend,36,149813,Unknown Artist (Placeholder)
Shut Up Kiss Me,62,202200,Unknown Artist (Placeholder)
Something For Your M.I.N.D.,58,165391,Unknown Artist (Placeholder)
Busy Earnin',64,181772,Unknown Artist (Placeholder)
Ready to Start,62,255893,Unknown Artist (Placeholder)
Limit To Your Love,61,276720,Unknown Artist (Placeholder)
Los Ageless,64,281346,Unknown Artist (Placeholder)
Yet Again,54,318423,Unknown Artist (Placeholder)
Zombie,63,246186,Unknown Artist (Placeholder)
Stylo (feat. Mos Def and Bobby Womack),65,270520,Unknown Artist (Placeholder)
Necessary Evil,60,317800,Unknown Artist (Placeholder)
It's Real,50,168493,Unknown Artist (Placeholder)
If You're Never Gonna Move,43,207240,Unknown Artist (Placeholder)
Them Changes,57,188385,Unknown Artist (Placeholder)
Laura,49,266493,Unknown Artist (Placeholder)
Shame,49,249706,Unknown Artist (Placeholder)
Queen,39,230720,Unknown Artist (Placeholder)
(No One Knows Me) Like the Piano,67,218160,Unknown Artist (Placeholder)
Keep Your Name,55,270172,Unknown Artist (Placeholder)
Step,66,251626,Unknown Artist (Placeholder)
There's A Reason Why (I Never Returned Your Calls),65,222488,Unknown Artist (Placeholder)
Salad Days,67,145893,Unknown Artist (Placeholder)
Cupid,51,223986,Unknown Artist (Placeholder)
Don’t Delete The Kisses,63,275226,Unknown Artist (Placeholder)
Simple Song,45,255400,Unknown Artist (Placeholder)
Song For Zula,62,370200,Unknown Artist (Placeholder)
Sadness Is A Blessing,44,240752,Unknown Artist (Placeholder)
Not In Love - Radio Version,59,226986,Unknown Artist (Placeholder)
The Sound,68,248879,Unknown Artist (Placeholder)
Man I Need,30,216826,Unknown Artist (Placeholder)
Black Belt,41,258826,Unknown Artist (Placeholder)
Marks To Prove It,47,254546,Unknown Artist (Placeholder)
Undertow,47,353226,Unknown Artist (Placeholder)
Love Is Blind,49,250083,Unknown Artist (Placeholder)
Bad Girls,69,227520,Unknown Artist (Placeholder)
So Now You Know,42,302786,Unknown Artist (Placeholder)
Magic Spell,39,260007,Unknown Artist (Placeholder)
Default,53,185640,Unknown Artist (Placeholder)
Concrete,49,214106,Unknown Artist (Placeholder)
Nothing Arrived,47,223935,Unknown Artist (Placeholder)
Fill in the Blank,56,244506,Unknown Artist (Placeholder)
Every Time the Sun Comes Up,63,262520,Unknown Artist (Placeholder)
Figure It Out,70,184053,Unknown Artist (Placeholder)
Seven Words,51,277266,Unknown Artist (Placeholder)
Old Friends,58,207720,Unknown Artist (Placeholder)
Your Best American Girl,56,212183,Unknown Artist (Placeholder)
I Was Denied,37,218760,Unknown Artist (Placeholder)
Best of Friends,43,210067,Unknown Artist (Placeholder)
Bright Lit Blue Skies,43,144973,Unknown Artist (Placeholder)
Wanderlust,40,296040,Unknown Artist (Placeholder)
Lightning Bolt,61,144013,Unknown Artist (Placeholder)
Master Of My Craft,33,190346,Unknown Artist (Placeholder)
Husbands,38,170133,Unknown Artist (Placeholder)
Daddy's Car,37,290144,Unknown Artist (Placeholder)
Bizness,47,263733,Unknown Artist (Placeholder)
Thievery,30,153704,Unknown Artist (Placeholder)
Inspector Norse,59,400751,Unknown Artist (Placeholder)
Lose It,32,270706,Unknown Artist (Placeholder)
Two Weeks,58,247547,Unknown Artist (Placeholder)
When We're Dancing,36,251466,Unknown Artist (Placeholder)
She Said,59,225653,Unknown Artist (Placeholder)
Sea Calls Me Home,45,187360,Unknown Artist (Placeholder)
I Don't Wanna Be Funny Anymore,53,163292,Unknown Artist (Placeholder)
Are You with Me Now?,43,260573,Unknown Artist (Placeholder)
heartsigh,50,199142,Unknown Artist (Placeholder)
Devil's Spoke,15,218188,Unknown Artist (Placeholder)
How Can I Compete,53,174200,Unknown Artist (Placeholder)
Honey All Over,28,196022,Unknown Artist (Placeholder)
Walrus,50,190986,Unknown Artist (Placeholder)
Holy City,37,284935,Unknown Artist (Placeholder)
Holda You (I'm Psycho),29,239506,Unknown Artist (Placeholder)
Static Resistance,44,228693,Unknown Artist (Placeholder)
All Day and All of the Night,13,142226,Unknown Artist (Placeholder)
She's Not There,18,145306,Unknown Artist (Placeholder)
Send Me A Postcard,48,160826,Unknown Artist (Placeholder)
"Liar, Liar",7,110493,Unknown Artist (Placeholder)
I Can't Explain - Mono Version,10,125320,Unknown Artist (Placeholder)
Laisse tomber les filles,54,127160,Unknown Artist (Placeholder)
Communication Breakdown,52,150200,Unknown Artist (Placeholder)
Over Under Sideways Down - The Mono Album,45,142506,Unknown Artist (Placeholder)
See Emily Play - 1996 Remastered Version,41,173800,Unknown Artist (Placeholder)
Tomorrow Never Knows - Remastered,18,179546,Unknown Artist (Placeholder)
Wipe Out,4,138400,Unknown Artist (Placeholder)
Fire,46,174160,Unknown Artist (Placeholder)
Seven and Seven Is,34,139160,Unknown Artist (Placeholder)
Piece Of My Heart,47,266240,Unknown Artist (Placeholder)
Making Time,39,178066,Unknown Artist (Placeholder)
Misirlou,46,160840,Unknown Artist (Placeholder)
"Mini, mini, mini",39,114773,Unknown Artist (Placeholder)
Can't Seem To Make You Mine,52,185480,Unknown Artist (Placeholder)
Dirty Water,43,169160,Unknown Artist (Placeholder)
Incense And Peppermints,9,167453,Unknown Artist (Placeholder)
Pretty Big Mouth,6,129120,Unknown Artist (Placeholder)
Friday On My Mind,57,163293,Unknown Artist (Placeholder)
(We Ain't Got) Nothin' Yet,7,134853,Unknown Artist (Placeholder)
Funnel Of Love,13,131039,Unknown Artist (Placeholder)
I Want Candy,43,177506,Unknown Artist (Placeholder)
Psychotic Reaction,2,121720,Unknown Artist (Placeholder)
I'm Five Years Ahead Of My Time,34,134906,Unknown Artist (Placeholder)
Can't Find My Way Home,17,196640,Unknown Artist (Placeholder)
Debora,38,187760,Unknown Artist (Placeholder)
Pictures of Matchstick Men - Mono Version,53,190600,Unknown Artist (Placeholder)
Zig Zag Wanderer,45,158800,Unknown Artist (Placeholder)
These Days,23,210666,Unknown Artist (Placeholder)
You're Gonna Miss Me (2008 Remastered Original Mono LP Version),48,146737,Unknown Artist (Placeholder)
Crimson And Clover,56,209640,Unknown Artist (Placeholder)
Waitin' Around To Die,40,145586,Unknown Artist (Placeholder)
Telstar,43,195093,Unknown Artist (Placeholder)
Surfin' Bird,16,134560,Unknown Artist (Placeholder)
Johnny Remember Me,4,158266,Unknown Artist (Placeholder)
Season of the Witch - 2005 Remastered Version; Mono,4,298266,Unknown Artist (Placeholder)
Shifting Sands,51,234600,Unknown Artist (Placeholder)
Complication,34,142613,Unknown Artist (Placeholder)
Lies (are breaking my heart),34,165360,Unknown Artist (Placeholder)
Maggie's Farm,48,234626,Unknown Artist (Placeholder)
Kick Out The Jams (Original Uncensored Version),45,183823,Unknown Artist (Placeholder)
